filename,combo,precinct_num,precinct_name,party,governor_vote
Pre_025-Habersham North-0067.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0259.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0265.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0073.tif,025,01,Habersham North,Rep,BLANK CONTEST
Pre_025-Habersham North-0305.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0072.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0339.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0107.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0098.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0311.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0271.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0258.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0270.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0264.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0106.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0112.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0338.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0064.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0110.tif,025,01,Habersham North,Dem,Jason Esteves
Pre_025-Habersham North-0272.tif,025,01,Habersham North,Dem,[unread]
Pre_025-Habersham North-0104.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0312.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0304.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0138.tif,025,01,Habersham North,Rep,Brad Raffenspe
Pre_025-Habersham North-0306.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0310.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0058.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0266.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0299.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0267.tif,025,01,Habersham North,Dem,Jason Esteves
Pre_025-Habersham North-0273.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0307.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0065.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0139.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0317.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0313.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0303.tif,025,01,Habersham North,Rep,David Clark
Pre_025-Habersham North-0071.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0101.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0111.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0129.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0115.tif,025,01,Habersham North,Rep,John F- Kennedy
Pre_025-Habersham North-0049.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0061.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0075.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0277.tif,025,01,Habersham North,Rep,Brad Raffenspe
Pre_025-Habersham North-0263.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0288.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0074.tif,025,01,Habersham North,Dem,Geoff Duncan
Pre_025-Habersham North-0048.tif,025,01,Habersham North,Dem,Jason Esteves
Pre_025-Habersham North-0114.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0289.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0276.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0100.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0060.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0262.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0316.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0128.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0302.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0314.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0300.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0328.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0062.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0102.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0089.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0116.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0076.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0260.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0248.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0275.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0274.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0261.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0249.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0063.tif,025,01,Habersham North,Dem,Geoff Duncan
Pre_025-Habersham North-0088.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0103.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0301.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0117.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0315.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0329.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0372.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0170.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0366.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0414.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0038.tif,025,01,Habersham North,Dem,Geoff Duncan
Pre_025-Habersham North-0400.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0164.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0399.tif,025,01,Habersham North,Rep,John F- Kennedy
Pre_025-Habersham North-0158.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0004.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0010.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0212.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0206.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0213.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0207.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0039.tif,025,01,Habersham North,Rep,BLANK CONTEST
Pre_025-Habersham North-0011.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0005.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0401.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0165.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0398.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0171.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0159.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0373.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0365.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0403.tif,025,01,Habersham North,Rep,[unread]
Pre_025-Habersham North-0367.tif,025,01,Habersham North,Rep,Greg Dolezal
Pre_025-Habersham North-0359.tif,025,01,Habersham North,Rep,BLANK CONTEST
Pre_025-Habersham North-0013.tif,025,01,Habersham North,Dem,Geoff Duncan
Pre_025-Habersham North-0173.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0198.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0007.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0167.tif,025,01,Habersham North,Rep,[unread]
Pre_025-Habersham North-0204.tif,025,01,Habersham North,Dem,Jason Esteves
Pre_025-Habersham North-0211.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0205.tif,025,01,Habersham North,Rep,Steve Gooch
Pre_025-Habersham North-0239.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0199.tif,025,01,Habersham North,Dem,Geoff Duncan
Pre_025-Habersham North-0238.tif,025,01,Habersham North,Rep,John F- Kennedy
Pre_025-Habersham North-0172.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0210.tif,025,01,Habersham North,Rep,David Clark
Pre_025-Habersham North-0006.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0358.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0166.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0348.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0406.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0360.tif,025,01,Habersham North,Dem,Geoff Duncan
Pre_025-Habersham North-0370.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0364.tif,025,01,Habersham North,Rep,Greg Dolezal
Pre_025-Habersham North-0402.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0374.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0189.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0016.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0412.tif,025,01,Habersham North,Rep,BLANK CONTEST
Pre_025-Habersham North-0002.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0215.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0228.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0200.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0214.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0201.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0188.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0177.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0003.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0375.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0413.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0407.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0349.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0411.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0363.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0405.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0388.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0161.tif,025,01,Habersham North,Dem,Geoff Duncan
Pre_025-Habersham North-0149.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0377.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0029.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0175.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0217.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0001.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0015.tif,025,01,Habersham North,Rep,[unread]
Pre_025-Habersham North-0203.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0216.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0014.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0028.tif,025,01,Habersham North,Rep,Blake Tillery
Pre_025-Habersham North-0148.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0389.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0362.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0160.tif,025,01,Habersham North,Rep,Greg Dolezal
Pre_025-Habersham North-0174.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0410.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0404.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0353.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0376.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0347.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0409.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0390.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0179.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0145.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0192.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0186.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0025.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0031.tif,025,01,Habersham North,Rep,John F- Kennedy
Pre_025-Habersham North-0019.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0227.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0233.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0018.tif,025,01,Habersham North,Rep,Brad Raffenspe
Pre_025-Habersham North-0187.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0030.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0024.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0193.tif,025,01,Habersham North,Rep,Ken Yasger
Pre_025-Habersham North-0178.tif,025,01,Habersham North,Dem,Jason Esteves
Pre_025-Habersham North-0391.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0408.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0144.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0346.tif,025,01,Habersham North,Dem,Jason Esteves
Pre_025-Habersham North-0150.tif,025,01,Habersham North,Rep,John F- Kennedy
Pre_025-Habersham North-0385.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0378.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0352.tif,025,01,Habersham North,Rep,Brad Raffenspe
Pre_025-Habersham North-0350.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0344.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0387.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0393.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0191.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0146.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0185.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0152.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0219.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0026.tif,025,01,Habersham North,Rep,[unread]
Pre_025-Habersham North-0230.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0224.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0218.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0231.tif,025,01,Habersham North,Rep,[unread]
Pre_025-Habersham North-0225.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0027.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0190.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0033.tif,025,01,Habersham North,Rep,[unread]
Pre_025-Habersham North-0386.tif,025,01,Habersham North,Dem,Geoff Duncan
Pre_025-Habersham North-0379.tif,025,01,Habersham North,Dem,Jason Esteves
Pre_025-Habersham North-0147.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0392.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0351.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0341.tif,025,01,Habersham North,Rep,[unread]
Pre_025-Habersham North-0396.tif,025,01,Habersham North,Dem,Amanda Duffy
Pre_025-Habersham North-0369.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0157.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0143.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0209.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0180.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0194.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0023.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0037.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0220.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0221.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0022.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0234.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0156.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0195.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0036.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0181.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0397.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0383.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0342.tif,025,01,Habersham North,Dem,Derrick Jackson
Pre_025-Habersham North-0340.tif,025,01,Habersham North,Rep,Steve Gooch
Pre_025-Habersham North-0368.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0142.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0168.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0395.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0381.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0140.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0197.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0154.tif,025,01,Habersham North,Rep,David Clark
Pre_025-Habersham North-0008.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0183.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0222.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0020.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0034.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0035.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0021.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0237.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0223.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0009.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0182.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0380.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0196.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0141.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0169.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0394.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0343.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0357.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0132.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0330.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0324.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0046.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0126.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0052.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0250.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0244.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0085.tif,025,01,Habersham North,Rep,David Clark
Pre_025-Habersham North-0091.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0278.tif,025,01,Habersham North,Dem,Jason Esteves
Pre_025-Habersham North-0293.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0287.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0292.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0286.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0279.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0251.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0245.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0090.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0084.tif,025,01,Habersham North,Rep,BLANK CONTEST
Pre_025-Habersham North-0133.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0127.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0053.tif,025,01,Habersham North,Rep,[unread]
Pre_025-Habersham North-0047.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0325.tif,025,01,Habersham North,Dem,BLANK CONTEST
Pre_025-Habersham North-0331.tif,025,01,Habersham North,Dem,Geoff Duncan
Pre_025-Habersham North-0319.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0333.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0327.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0125.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0131.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0253.tif,025,01,Habersham North,Dem,Jason Esteves
Pre_025-Habersham North-0045.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0051.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0092.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0086.tif,025,01,Habersham North,Rep,David Clark
Pre_025-Habersham North-0247.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0079.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0290.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0284.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0285.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0291.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0252.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0246.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0093.tif,025,01,Habersham North,Rep,[unread]
Pre_025-Habersham North-0078.tif,025,01,Habersham North,Rep,Brad Raffensperger
Pre_025-Habersham North-0130.tif,025,01,Habersham North,Dem,Geoff Duncan
Pre_025-Habersham North-0124.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0326.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0044.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0332.tif,025,01,Habersham North,Dem,Jason Esteves
Pre_025-Habersham North-0322.tif,025,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_025-Habersham North-0118.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0050.tif,025,01,Habersham North,Rep,Chris Carr
Pre_025-Habersham North-0336.tif,025,01,Habersham North,Rep,David Clark
Pre_025-Habersham North-0108.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0120.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0054.tif,025,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_025-Habersham North-0134.tif,025,01,Habersham North,Rep,John F- Kennedy
Pre_025-Habersham North-0068.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0040.tif,025,01,Habersham North,Rep,Burt Jones
Pre_025-Habersham North-0097.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0083.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0295.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0256.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0242.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0280.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0257.tif,025,01,Habersham North,Dem,Jason Esteves
Pre_025-Habersham North-0243.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0069.tif,025,01,Habersham North,Dem,Jason Esteves
Pre_025-Habersham North-0096.tif,025,01,Habersham North,Rep,Rick Jackson
Pre_025-Habersham North-0082.tif,025,01,Habersham North,Rep,Rick Jackson
